CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKIDEA29-JUN-2023,7.4500000,7.4500000,7.5500000,7.2500000,7.3500000,7.3500000,-1.3400000,7005.0000000,88760000.0000000,1268.0000000,655669000.0000000
FUTSTKABFRL27-JUL-2023,204.2500000,204.8500000,204.9500000,200.3500000,201.2000000,201.2000000,-1.4900000,754.0000000,387400.0000000,149.0000000,78450190.0000000
FUTSTKBAJAJ-AUTO29-JUN-2023,4800.4500000,4801.2500000,4819.3500000,4751.1000000,4758.4500000,4758.4500000,-0.8700000,10166.0000000,505000.0000000,2020.0000000,2413231600.0000000
FUTSTKSBIN29-JUN-2023,591.3500000,590.7000000,591.3500000,579.4000000,581.8000000,581.8000000,-1.6100000,41869.0000000,25543500.0000000,17029.0000000,14910971100.0000000
FUTSTKFEDERALBNK27-JUL-2023,126.9000000,126.2500000,126.8000000,125.5500000,125.7000000,125.7000000,-0.9400000,1799.0000000,1650000.0000000,330.0000000,208012500.0000000
FUTSTKHDFCBANK29-JUN-2023,1619.0000000,1620.0000000,1624.4500000,1613.7500000,1617.4500000,1617.4500000,-0.0900000,144056.0000000,11308550.0000000,20561.0000000,18324342712.5000000
FUTSTKGODREJCP29-JUN-2023,1061.0500000,1058.2000000,1063.0500000,1032.7500000,1040.4500000,1040.4500000,-1.9400000,5938.0000000,1423000.0000000,1423.0000000,1488758050.0000000
FUTSTKABBOTINDIA29-JUN-2023,21722.4000000,21731.9500000,21917.3000000,21519.1500000,21837.8000000,21837.8000000,0.5300000,1633.0000000,16000.0000000,400.0000000,347865434.0000000
FUTSTKIPCALAB29-JUN-2023,739.3500000,736.0500000,742.9000000,730.0000000,731.4500000,731.4500000,-1.0600000,5060.0000000,739050.0000000,1137.0000000,543180495.0000000
FUTSTKBEL29-JUN-2023,117.9000000,118.2000000,121.9500000,117.1000000,120.8000000,120.8000000,2.4500000,12915.0000000,32039700.0000000,5621.0000000,3846531000.0000000
FUTSTKNESTLEIND27-JUL-2023,22405.0500000,22450.0000000,22490.0000000,22294.5500000,22327.0000000,22327.0000000,-0.3400000,145.0000000,1320.0000000,33.0000000,29495086.0000000
FUTSTKL&TFH27-JUL-2023,105.1500000,104.8500000,106.3500000,104.4000000,105.0500000,105.0500000,-0.0900000,486.0000000,1775876.0000000,199.0000000,187044809.0000000
FUTSTKPFC29-JUN-2023,197.5000000,198.6500000,200.1000000,196.2500000,199.8000000,199.8000000,1.1600000,10188.0000000,17329000.0000000,2795.0000000,3445471750.0000000
FUTSTKPFC27-JUL-2023,198.3500000,198.1000000,200.6000000,197.3000000,200.4500000,200.4500000,1.0500000,255.0000000,1258600.0000000,203.0000000,251290650.0000000
FUTSTKTATASTEEL29-JUN-2023,111.8000000,112.2000000,112.2500000,109.0500000,109.3000000,109.3000000,-2.2300000,41783.0000000,46216500.0000000,8403.0000000,5082488675.0000000
FUTSTKBERGEPAINT27-JUL-2023,645.3500000,653.0000000,661.2000000,643.3000000,643.7000000,643.7000000,-0.2500000,680.0000000,145200.0000000,132.0000000,94543405.0000000
FUTSTKZYDUSLIFE29-JUN-2023,514.7000000,516.0000000,518.0500000,508.5500000,509.8500000,509.8500000,-0.9400000,3783.0000000,1186200.0000000,659.0000000,607642380.0000000
FUTSTKABCAPITAL29-JUN-2023,172.5500000,172.5500000,176.2500000,172.1500000,174.9500000,174.9500000,1.3900000,5277.0000000,8289000.0000000,1535.0000000,1447959240.0000000
FUTSTKADANIPORTS29-JUN-2023,741.0500000,741.0500000,745.6500000,734.8500000,737.8000000,737.8000000,-0.4300000,53709.0000000,2491875.0000000,3987.0000000,1843872625.0000000
FUTSTKEXIDEIND31-AUG-2023,213.0000000,210.5500000,211.2000000,207.5000000,207.6500000,207.6500000,-2.5100000,28.0000000,57600.0000000,16.0000000,12069000.0000000
FUTSTKTORNTPHARM31-AUG-2023,1827.7500000,0.0000000,0.0000000,0.0000000,,1835.7500000,0.4300000,2.0000000,0.0000000,0.0000000,0.0000000
FUTSTKGMRINFRA29-JUN-2023,42.2500000,42.2500000,42.6500000,41.9500000,42.4000000,42.4000000,0.3500000,5968.0000000,17572500.0000000,781.0000000,744170625.0000000
FUTSTKGRANULES27-JUL-2023,282.8500000,282.5000000,284.0000000,279.0000000,279.8000000,279.8000000,-1.0700000,169.0000000,100000.0000000,50.0000000,28181700.0000000
FUTSTKIEX27-JUL-2023,138.1500000,132.0000000,132.0000000,117.4500000,124.0500000,124.0500000,-10.2000000,2541.0000000,18465000.0000000,4924.0000000,2288643000.0000000
FUTSTKZYDUSLIFE27-JUL-2023,517.9500000,520.0000000,520.2500000,512.5000000,513.0500000,513.0500000,-0.9400000,115.0000000,30600.0000000,17.0000000,15781770.0000000
FUTSTKSAIL29-JUN-2023,84.5500000,84.4000000,84.4000000,82.6000000,83.0500000,83.0500000,-1.7700000,12769.0000000,31376000.0000000,3922.0000000,2611415200.0000000
FUTSTKHDFC27-JUL-2023,2683.8000000,2681.3500000,2692.7000000,2675.8500000,2680.6000000,2680.6000000,-0.1100000,6006.0000000,352800.0000000,1176.0000000,948005340.0000000
FUTSTKIBULHSGFIN27-JUL-2023,113.1500000,112.1500000,112.1500000,110.8500000,111.2000000,111.2000000,-1.7200000,573.0000000,45900.0000000,9.0000000,5111730.0000000
FUTSTKGUJGASLTD29-JUN-2023,480.8000000,480.5500000,487.6500000,477.8000000,482.2000000,482.2000000,0.2900000,4330.0000000,1571250.0000000,1257.0000000,759303437.5000000
FUTSTKHINDCOPPER27-JUL-2023,114.5000000,114.2000000,114.6500000,113.5500000,113.7500000,113.7500000,-0.6500000,157.0000000,111300.0000000,21.0000000,12699065.0000000
FUTSTKLTIM27-JUL-2023,4810.6500000,4805.4000000,4837.4000000,4783.0500000,4823.4000000,4823.4000000,0.2600000,1457.0000000,9900.0000000,66.0000000,47684370.0000000
FUTSTKAPOLLOTYRE31-AUG-2023,395.2000000,400.0000000,402.5000000,400.0000000,402.3000000,402.3000000,1.7900000,22.0000000,28900.0000000,17.0000000,11603690.0000000
FUTSTKHINDPETRO27-JUL-2023,268.6500000,270.9000000,271.0500000,264.6000000,265.2000000,265.2000000,-1.2800000,258.0000000,340200.0000000,126.0000000,90966105.0000000
FUTSTKSYNGENE27-JUL-2023,730.0000000,740.0000000,742.6500000,734.0000000,734.7500000,734.7500000,0.6500000,48.0000000,9000.0000000,9.0000000,6646500.0000000
FUTSTKADANIENT27-JUL-2023,2463.6500000,2472.7500000,2490.0000000,2455.5000000,2479.8000000,2479.8000000,0.6500000,1051.0000000,101100.0000000,337.0000000,250310235.0000000
FUTSTKASHOKLEY29-JUN-2023,153.4000000,153.5500000,154.5000000,152.4000000,152.7500000,152.7500000,-0.4200000,11949.0000000,7730000.0000000,1546.0000000,1185272000.0000000
FUTSTKHAVELLS29-JUN-2023,1359.2500000,1357.0500000,1368.5500000,1347.1000000,1349.3000000,1349.3000000,-0.7300000,11041.0000000,732000.0000000,1464.0000000,991917650.0000000
FUTSTKCUMMINSIND29-JUN-2023,1776.2000000,1775.9000000,1796.9500000,1774.2000000,1792.1500000,1792.1500000,0.8900000,4187.0000000,795600.0000000,1326.0000000,1423500930.0000000
FUTSTKRBLBANK27-JUL-2023,174.3500000,174.6000000,181.0000000,174.6000000,176.0000000,176.0000000,0.9400000,320.0000000,735000.0000000,147.0000000,130893500.0000000
FUTSTKUBL29-JUN-2023,1484.6000000,1487.8000000,1494.9500000,1476.2500000,1480.8500000,1480.8500000,-0.2500000,5602.0000000,412000.0000000,1030.0000000,611836800.0000000
FUTSTKCOROMANDEL29-JUN-2023,954.2000000,955.3500000,955.3500000,927.8500000,932.0500000,932.0500000,-2.3200000,1782.0000000,768600.0000000,1098.0000000,721909475.0000000
FUTSTKIOC29-JUN-2023,90.6000000,90.6000000,92.0500000,90.3500000,90.5500000,90.5500000,-0.0500000,5682.0000000,11475750.0000000,1177.0000000,1046042887.5000000
FUTSTKJINDALSTEL31-AUG-2023,539.0000000,531.0000000,535.0000000,531.0000000,533.5000000,533.5000000,-1.0200000,24.0000000,11250.0000000,9.0000000,5994625.0000000
FUTSTKTCS29-JUN-2023,3229.5500000,3230.0000000,3238.9000000,3197.0500000,3201.9000000,3201.9000000,-0.8500000,74602.0000000,1389150.0000000,7938.0000000,4463450337.5000000
FUTSTKGAIL27-JUL-2023,106.0500000,106.4000000,107.1500000,105.5500000,106.1500000,106.1500000,0.0900000,343.0000000,1162050.0000000,127.0000000,123572580.0000000
FUTSTKPIDILITIND29-JUN-2023,2641.9000000,2644.1500000,2658.0000000,2622.8000000,2628.9000000,2628.9000000,-0.4900000,8398.0000000,232250.0000000,929.0000000,612395362.5000000
FUTSTKPOLYCAB29-JUN-2023,3514.0000000,3514.0000000,3559.8500000,3514.0000000,3546.6500000,3546.6500000,0.9200000,5796.0000000,501000.0000000,1670.0000000,1775450010.0000000
FUTSTKPFC31-AUG-2023,198.8000000,198.8000000,200.5000000,198.5000000,200.1500000,200.1500000,0.6700000,81.0000000,272800.0000000,44.0000000,54459250.0000000
FUTSTKTVSMOTOR31-AUG-2023,1348.1500000,1335.8500000,1335.8500000,1330.0000000,1330.0000000,1330.0000000,-1.3400000,32.0000000,4200.0000000,6.0000000,5604235.0000000
FUTSTKIGL31-AUG-2023,470.0000000,470.0000000,470.0000000,470.0000000,470.0000000,470.7000000,0.1400000,57.0000000,1375.0000000,1.0000000,646250.0000000
FUTSTKLTTS27-JUL-2023,3786.3500000,3790.0500000,3812.2000000,3752.6500000,3777.6000000,3777.6000000,-0.2300000,558.0000000,19000.0000000,95.0000000,71784020.0000000
FUTSTKIDFCFIRSTB29-JUN-2023,71.9000000,72.3000000,72.5500000,71.2500000,71.4500000,71.4500000,-0.6200000,14577.0000000,43545000.0000000,2903.0000000,3128184750.0000000
FUTSTKBATAINDIA31-AUG-2023,1598.0500000,0.0000000,0.0000000,0.0000000,,1601.1500000,0.1900000,60.0000000,0.0000000,0.0000000,0.0000000
FUTSTKSRF29-JUN-2023,2521.7500000,2529.5500000,2529.6500000,2429.0000000,2435.4000000,2435.4000000,-3.4200000,7889.0000000,1281000.0000000,3416.0000000,3171672300.0000000
FUTSTKZEEL29-JUN-2023,197.1500000,198.3500000,199.6500000,194.1000000,194.6500000,194.6500000,-1.2600000,30985.0000000,7869000.0000000,2623.0000000,1544903550.0000000
FUTSTKSUNTV29-JUN-2023,450.0000000,449.4500000,452.9500000,443.6500000,444.8000000,444.8000000,-1.1500000,5761.0000000,1500000.0000000,1000.0000000,671700975.0000000
FUTSTKDALBHARAT29-JUN-2023,2129.2500000,2125.6500000,2161.0000000,2100.0000000,2109.9000000,2109.9000000,-0.9000000,3863.0000000,480000.0000000,960.0000000,1022549500.0000000
FUTSTKHINDPETRO29-JUN-2023,266.7000000,268.6500000,270.3500000,262.6500000,263.5000000,263.5000000,-1.1900000,7635.0000000,4473900.0000000,1657.0000000,1187779410.0000000
FUTSTKICICIGI31-AUG-2023,1273.5500000,1242.1000000,1242.1000000,1230.9500000,1230.9500000,1235.5500000,-2.9800000,28.0000000,1500.0000000,3.0000000,1857300.0000000
FUTSTKMGL27-JUL-2023,1035.6000000,1032.9000000,1032.9000000,1032.0500000,1032.2000000,1032.2000000,-0.3200000,64.0000000,4800.0000000,6.0000000,4954560.0000000
FUTSTKBHARTIARTL29-JUN-2023,839.8000000,838.1000000,841.0000000,832.0500000,836.4000000,836.4000000,-0.4000000,42176.0000000,3218600.0000000,3388.0000000,2690714307.5000000
FUTSTKMUTHOOTFIN27-JUL-2023,1133.9500000,1134.6000000,1140.1000000,1120.0000000,1120.0000000,1127.4500000,-0.5700000,194.0000000,12650.0000000,23.0000000,14332037.5000000
FUTSTKSHRIRAMFIN29-JUN-2023,1400.5000000,1410.6500000,1425.8000000,1400.0000000,1402.6000000,1402.6000000,0.1400000,7454.0000000,751800.0000000,1253.0000000,1061716200.0000000
FUTSTKPOLYCAB27-JUL-2023,3521.3500000,3524.9500000,3565.0000000,3524.9500000,3556.2500000,3556.2500000,0.9900000,132.0000000,17400.0000000,58.0000000,61767795.0000000
FUTSTKNAVINFLUOR29-JUN-2023,4593.9000000,4595.3500000,4615.0000000,4453.6500000,4468.9000000,4468.9000000,-2.7200000,4388.0000000,332100.0000000,2214.0000000,1499273925.0000000
FUTSTKNMDC29-JUN-2023,109.2500000,109.2000000,109.2000000,107.0000000,107.8000000,107.8000000,-1.3200000,12295.0000000,10395000.0000000,2310.0000000,1120374450.0000000
FUTSTKJINDALSTEL27-JUL-2023,537.0500000,534.2000000,535.7000000,527.3000000,529.9000000,529.9000000,-1.3300000,353.0000000,411250.0000000,329.0000000,218535687.5000000
FUTSTKTATASTEEL27-JUL-2023,112.5000000,112.5500000,112.5500000,109.8000000,110.0000000,110.0000000,-2.2200000,1810.0000000,4675000.0000000,850.0000000,517422675.0000000
FUTSTKDIXON27-JUL-2023,4060.7500000,4066.9500000,4105.1000000,4028.1500000,4053.2000000,4053.2000000,-0.1800000,221.0000000,36800.0000000,184.0000000,149374580.0000000
FUTSTKGRASIM27-JUL-2023,1733.4000000,1736.6500000,1752.9000000,1733.0000000,1734.7500000,1734.7500000,0.0700000,144.0000000,24225.0000000,51.0000000,42186341.2500000
FUTSTKLTIM29-JUN-2023,4813.6500000,4812.3000000,4843.7500000,4780.0500000,4824.7500000,4824.7500000,0.2300000,10076.0000000,197400.0000000,1316.0000000,951816247.5000000
FUTSTKIPCALAB31-AUG-2023,746.0000000,0.0000000,0.0000000,0.0000000,,739.9500000,-0.8100000,28.0000000,0.0000000,0.0000000,0.0000000
FUTSTKSBICARD29-JUN-2023,914.6000000,913.2000000,925.5000000,913.2000000,922.9000000,922.9000000,0.9000000,10173.0000000,891200.0000000,1114.0000000,820469360.0000000
FUTSTKGAIL29-JUN-2023,105.4000000,105.6000000,106.6000000,104.9000000,105.4500000,105.4500000,0.0400000,7151.0000000,11053200.0000000,1208.0000000,1168514932.5000000
FUTSTKSAIL27-JUL-2023,85.0500000,84.6500000,84.6500000,83.1000000,83.5500000,83.5500000,-1.7600000,776.0000000,2760000.0000000,345.0000000,230938800.0000000
FUTSTKTATACHEM29-JUN-2023,986.8000000,989.0000000,989.2500000,960.0500000,965.1000000,965.1000000,-2.1900000,14169.0000000,2545500.0000000,5091.0000000,2470682200.0000000
FUTSTKINDUSTOWER27-JUL-2023,159.3500000,160.6500000,163.0500000,157.5000000,158.9500000,158.9500000,-0.2500000,546.0000000,775200.0000000,228.0000000,123997320.0000000
FUTSTKTATACOMM31-AUG-2023,1412.0000000,1432.3000000,1472.0000000,1432.3000000,1472.0000000,1472.0000000,4.2400000,43.0000000,7000.0000000,14.0000000,10206150.0000000
FUTSTKULTRACEMCO29-JUN-2023,8123.4500000,8164.6000000,8234.4500000,8126.6000000,8173.2500000,8173.2500000,0.6100000,18866.0000000,396900.0000000,3969.0000000,3247284995.0000000
FUTSTKTRENT29-JUN-2023,1593.3000000,1595.9000000,1624.1000000,1595.9000000,1607.8500000,1607.8500000,0.9100000,8322.0000000,483600.0000000,1209.0000000,779897400.0000000
FUTSTKDALBHARAT27-JUL-2023,2148.8500000,2146.8000000,2162.7000000,2120.0000000,2122.1000000,2122.1000000,-1.2400000,40.0000000,16000.0000000,32.0000000,34226150.0000000
FUTSTKAARTIIND27-JUL-2023,519.2000000,519.7000000,520.3000000,510.5000000,511.3500000,511.3500000,-1.5100000,301.0000000,105000.0000000,105.0000000,54060050.0000000
FUTSTKOFSS27-JUL-2023,3574.6000000,3567.0500000,3598.7500000,3564.7500000,3565.1500000,3574.6500000,0.0000000,50.0000000,1800.0000000,9.0000000,6439280.0000000
FUTSTKFEDERALBNK31-AUG-2023,128.2000000,127.0000000,127.4500000,126.3500000,126.4500000,126.4500000,-1.3600000,104.0000000,140000.0000000,28.0000000,17742000.0000000
FUTSTKMARUTI27-JUL-2023,9738.3000000,9768.6500000,9768.6500000,9722.5000000,9735.7000000,9735.7000000,-0.0200000,518.0000000,7500.0000000,75.0000000,73085705.0000000
FUTSTKGAIL31-AUG-2023,106.6000000,107.1500000,107.1500000,106.7000000,106.7000000,106.7000000,0.0900000,51.0000000,18300.0000000,2.0000000,1956727.5000000
FUTSTKIDEA27-JUL-2023,7.5000000,7.5000000,7.6000000,7.3000000,7.4500000,7.4500000,-0.6600000,772.0000000,10640000.0000000,133.0000000,79264000.0000000
FUTSTKIOC27-JUL-2023,91.2000000,91.5000000,92.5000000,91.1000000,91.1500000,91.1500000,-0.0500000,243.0000000,682500.0000000,70.0000000,62607187.5000000
FUTSTKHDFCLIFE29-JUN-2023,593.9500000,590.0000000,593.9000000,578.3000000,582.8500000,582.8500000,-1.8600000,16528.0000000,3044800.0000000,2768.0000000,1780628685.0000000
FUTSTKZEEL27-JUL-2023,198.6000000,199.9000000,201.0000000,195.8000000,196.0500000,196.0500000,-1.2800000,893.0000000,651000.0000000,217.0000000,128898600.0000000
FUTSTKTATAMOTORS31-AUG-2023,567.6500000,571.6000000,573.0000000,567.3000000,569.1000000,569.1000000,0.2500000,259.0000000,49875.0000000,35.0000000,28428750.0000000
FUTSTKHAVELLS27-JUL-2023,1367.6000000,1368.3500000,1376.2500000,1356.9500000,1357.3000000,1357.3000000,-0.7500000,139.0000000,25500.0000000,51.0000000,34855200.0000000
FUTSTKADANIPORTS31-AUG-2023,747.2000000,748.9000000,748.9000000,741.0000000,742.5000000,742.5000000,-0.6200000,91.0000000,20800.0000000,26.0000000,15494640.0000000
FUTSTKCOFORGE31-AUG-2023,4458.7000000,4453.8000000,4453.8000000,4453.8000000,4453.8000000,4480.5000000,0.4800000,28.0000000,300.0000000,2.0000000,1336140.0000000
FUTSTKTATACHEM27-JUL-2023,991.5000000,994.2000000,994.2500000,964.2000000,969.5000000,969.5000000,-2.2100000,835.0000000,210100.0000000,382.0000000,204848407.5000000
FUTSTKBRITANNIA27-JUL-2023,4908.0000000,4950.0000000,5001.3000000,4883.9000000,4909.1500000,4909.1500000,0.0200000,158.0000000,36600.0000000,183.0000000,181317990.0000000
FUTSTKABFRL29-JUN-2023,202.5500000,202.2500000,203.3500000,198.9000000,199.7500000,199.7500000,-1.3800000,10245.0000000,3585400.0000000,1379.0000000,720455060.0000000
FUTSTKINFY27-JUL-2023,1298.2000000,1295.8500000,1296.0500000,1275.2500000,1277.9500000,1277.9500000,-1.5500000,6872.0000000,889600.0000000,2224.0000000,1140429080.0000000
FUTSTKACC29-JUN-2023,1839.4000000,1840.6500000,1853.7500000,1831.8500000,1841.2500000,1841.2500000,0.1000000,19374.0000000,905000.0000000,3620.0000000,1668569375.0000000
FUTSTKIBULHSGFIN29-JUN-2023,112.0500000,112.3000000,112.8500000,109.8000000,110.2000000,110.2000000,-1.6500000,12968.0000000,636000.0000000,159.0000000,70459800.0000000
FUTSTKLALPATHLAB27-JUL-2023,2011.3000000,2003.0000000,2016.4000000,1949.2000000,1959.2500000,1959.2500000,-2.5800000,99.0000000,18000.0000000,60.0000000,35625360.0000000
FUTSTKADANIENT29-JUN-2023,2442.7000000,2453.1000000,2475.1500000,2437.9500000,2464.1500000,2464.1500000,0.8700000,39831.0000000,1779250.0000000,7117.0000000,4377192725.0000000
FUTSTKLTTS29-JUN-2023,3807.0000000,3824.5500000,3836.9500000,3770.6500000,3803.7000000,3803.7000000,-0.0800000,5327.0000000,246000.0000000,1230.0000000,935976470.0000000
FUTSTKBALRAMCHIN27-JUL-2023,399.9500000,405.8500000,417.4000000,405.5000000,409.8000000,409.8000000,2.4600000,525.0000000,510400.0000000,319.0000000,210453680.0000000
FUTSTKASTRAL27-JUL-2023,1952.9500000,1956.1000000,1987.8500000,1954.3000000,1980.9000000,1980.9000000,1.4300000,165.0000000,43306.0000000,118.0000000,85433728.1500000
FUTSTKBERGEPAINT29-JUN-2023,648.7000000,652.0500000,663.9500000,645.1500000,646.4500000,646.4500000,-0.3400000,7652.0000000,2175800.0000000,1978.0000000,1423264205.0000000
FUTSTKITC31-AUG-2023,451.3500000,448.3000000,451.3000000,446.2000000,446.6000000,446.6000000,-1.0500000,169.0000000,126400.0000000,79.0000000,56646160.0000000
FUTSTKCHAMBLFERT31-AUG-2023,282.2500000,281.9500000,282.4000000,277.2000000,277.2000000,277.2000000,-1.7800000,66.0000000,11400.0000000,6.0000000,3187725.0000000
FUTSTKSYNGENE29-JUN-2023,727.2000000,726.9000000,739.0000000,726.9000000,731.4500000,731.4500000,0.5800000,3008.0000000,691000.0000000,691.0000000,506647950.0000000
FUTSTKASIANPAINT27-JUL-2023,3223.7500000,3235.5000000,3264.1500000,3206.6500000,3211.8500000,3211.8500000,-0.3600000,501.0000000,58600.0000000,293.0000000,189059080.0000000
FUTSTKCUB27-JUL-2023,126.6500000,126.1000000,126.9000000,125.4000000,125.5500000,125.5500000,-0.8600000,499.0000000,360000.0000000,72.0000000,45312750.0000000
FUTSTKBAJAJFINSV29-JUN-2023,1475.5500000,1479.0000000,1482.8500000,1465.7000000,1472.2500000,1472.2500000,-0.2200000,16742.0000000,1022500.0000000,2045.0000000,1507380625.0000000
FUTSTKSRF27-JUL-2023,2537.0500000,2535.0000000,2537.0000000,2445.9000000,2450.2500000,2450.2500000,-3.4200000,150.0000000,76125.0000000,203.0000000,189229200.0000000
FUTSTKHINDALCO31-AUG-2023,423.8500000,423.3500000,423.3500000,420.0000000,420.8000000,420.8000000,-0.7100000,81.0000000,33600.0000000,24.0000000,14175840.0000000
FUTSTKTATACHEM31-AUG-2023,997.6500000,995.0000000,995.0000000,976.0000000,976.4500000,976.4500000,-2.1200000,77.0000000,16500.0000000,30.0000000,16211360.0000000
FUTSTKHINDUNILVR31-AUG-2023,2705.0000000,2700.0000000,2705.2500000,2650.6000000,2658.6000000,2658.6000000,-1.7100000,85.0000000,13800.0000000,46.0000000,36786240.0000000
FUTSTKCONCOR31-AUG-2023,685.4000000,688.0000000,689.0000000,678.0000000,681.8000000,681.8000000,-0.5200000,10.0000000,6000.0000000,6.0000000,4110900.0000000
FUTSTKWIPRO27-JUL-2023,399.1500000,399.3500000,399.3500000,394.5500000,395.4500000,395.4500000,-0.9200000,2323.0000000,1237500.0000000,825.0000000,490250100.0000000
FUTSTKWIPRO31-AUG-2023,401.4000000,400.1500000,401.0500000,397.0000000,397.8000000,397.8000000,-0.8900000,231.0000000,154500.0000000,103.0000000,61564875.0000000
FUTSTKACC31-AUG-2023,1864.1000000,1861.0000000,1865.0000000,1860.0000000,1860.0000000,1867.6500000,0.1900000,51.0000000,900.0000000,3.0000000,1675800.0000000
FUTSTKCANFINHOME29-JUN-2023,743.4000000,742.9500000,749.7500000,736.2000000,742.5500000,742.5500000,-0.1100000,3510.0000000,936975.0000000,961.0000000,695798610.0000000
FUTSTKDABUR29-JUN-2023,554.7000000,554.8000000,558.4000000,548.6500000,551.3000000,551.3000000,-0.6100000,8781.0000000,2560000.0000000,2048.0000000,1414182312.5000000
FUTSTKICICIGI27-JUL-2023,1258.0000000,1252.2500000,1252.2500000,1222.9500000,1223.0500000,1223.0500000,-2.7700000,165.0000000,18000.0000000,36.0000000,22238575.0000000
FUTSTKGLENMARK29-JUN-2023,650.2000000,648.8500000,662.0000000,637.9500000,639.6000000,639.6000000,-1.6300000,4576.0000000,3527850.0000000,2433.0000000,2286590695.0000000
FUTSTKBATAINDIA29-JUN-2023,1585.2500000,1587.7000000,1592.5500000,1569.0000000,1578.6000000,1578.6000000,-0.4100000,5826.0000000,241725.0000000,879.0000000,382088960.0000000
FUTSTKM&MFIN27-JUL-2023,287.5500000,283.0500000,289.0000000,281.4000000,285.6000000,285.6000000,-0.6700000,119.0000000,232000.0000000,58.0000000,66515600.0000000
FUTSTKVOLTAS29-JUN-2023,803.0000000,804.5000000,807.0000000,778.8000000,780.0500000,780.0500000,-2.8500000,13359.0000000,3167400.0000000,5279.0000000,2498929200.0000000
FUTSTKINDUSINDBK27-JUL-2023,1317.1000000,1315.0000000,1348.0000000,1313.0000000,1341.2000000,1341.2000000,1.8200000,1654.0000000,309000.0000000,618.0000000,413949825.0000000
FUTSTKALKEM27-JUL-2023,3467.6000000,3464.9000000,3464.9000000,3430.1000000,3446.6000000,3446.9000000,-0.5900000,38.0000000,1400.0000000,7.0000000,4823250.0000000
FUTSTKPEL27-JUL-2023,794.2000000,801.9500000,804.7500000,788.9000000,793.2500000,793.2500000,-0.1100000,242.0000000,115500.0000000,154.0000000,92229337.5000000
FUTSTKHCLTECH29-JUN-2023,1128.2000000,1127.1500000,1133.0000000,1112.2500000,1114.8000000,1114.8000000,-1.1800000,14308.0000000,2111200.0000000,3016.0000000,2365846630.0000000
FUTSTKGNFC27-JUL-2023,583.7000000,583.7000000,583.7000000,570.5000000,571.5500000,571.5500000,-2.0800000,205.0000000,131300.0000000,101.0000000,75514010.0000000
FUTSTKAUROPHARMA27-JUL-2023,674.7500000,673.8000000,676.7500000,669.0500000,674.4000000,674.4000000,-0.0500000,261.0000000,105600.0000000,96.0000000,71109005.0000000
FUTSTKLICHSGFIN29-JUN-2023,372.9000000,374.3000000,375.1000000,363.7500000,365.3000000,365.3000000,-2.0300000,7556.0000000,5900000.0000000,2950.0000000,2167666200.0000000
FUTSTKBALKRISIND27-JUL-2023,2289.5500000,2276.7000000,2293.4000000,2276.7000000,2282.9000000,2286.6500000,-0.1200000,98.0000000,2100.0000000,7.0000000,4800405.0000000
FUTSTKTATAMOTORS27-JUL-2023,565.0000000,568.2500000,570.0500000,563.3000000,565.9000000,565.9000000,0.1500000,1942.0000000,823650.0000000,578.0000000,466560461.2500000
FUTSTKSBILIFE31-AUG-2023,1259.5500000,1248.0000000,1248.0000000,1248.0000000,1248.0000000,1248.0000000,-0.9100000,4.0000000,750.0000000,1.0000000,936000.0000000
FUTSTKJKCEMENT27-JUL-2023,3258.5000000,3300.0000000,3310.0000000,3257.2500000,3263.6000000,3258.2500000,0.0000000,57.0000000,1750.0000000,7.0000000,5744662.5000000
FUTSTKAUBANK29-JUN-2023,752.7500000,752.9500000,763.4500000,749.5500000,761.7000000,761.7000000,1.1800000,11418.0000000,2302000.0000000,2302.0000000,1746864200.0000000
FUTSTKUPL27-JUL-2023,691.4500000,692.2500000,694.5000000,680.2000000,682.0000000,682.0000000,-1.3600000,1578.0000000,344500.0000000,265.0000000,236641860.0000000
FUTSTKIGL27-JUL-2023,468.3500000,471.1500000,471.1500000,467.0000000,467.4500000,467.4500000,-0.1900000,142.0000000,22000.0000000,16.0000000,10314631.2500000
FUTSTKPERSISTENT27-JUL-2023,4896.9500000,4880.7500000,4912.5500000,4801.5500000,4891.4000000,4891.4000000,-0.1100000,259.0000000,42875.0000000,245.0000000,208657181.2500000
FUTSTKJKCEMENT29-JUN-2023,3249.3000000,3264.8500000,3311.0000000,3234.0500000,3244.2500000,3244.2500000,-0.1500000,1923.0000000,201000.0000000,804.0000000,656365475.0000000
FUTSTKCANBK27-JUL-2023,315.6500000,316.0000000,316.5000000,313.0000000,314.0500000,314.0500000,-0.5000000,304.0000000,345600.0000000,128.0000000,108709830.0000000
FUTSTKIDFC29-JUN-2023,101.3500000,102.0500000,102.0500000,101.1500000,101.7000000,101.7000000,0.3400000,17525.0000000,10680000.0000000,1068.0000000,1085206000.0000000
FUTSTKEXIDEIND29-JUN-2023,210.8000000,210.9500000,211.7000000,206.1500000,206.6500000,206.6500000,-1.9600000,5059.0000000,6415200.0000000,1782.0000000,1334986380.0000000
FUTSTKHEROMOTOCO27-JUL-2023,2965.4000000,2978.5500000,3012.8500000,2888.0000000,2898.0500000,2898.0500000,-2.2700000,452.0000000,116100.0000000,387.0000000,342355560.0000000
